Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Hard Rock Cafe - Paris,4.2,30 € ou moins,Américaine,"['on', 'sprinkles', 'hint', 'mediumwell', 'ice', 'pickles', 'beyond', 'tortillas', 'burger', 'fourcheese', 'fajitaspiced', 'mango', 'miniburgers', 'crispy', 'chargrilled', 'slaw', 'norwegian', 'spiked', 'burgers', 'york', 'diablo', 'beverages', 'chilled', 'plantbased', 'ask', 'tai', 'ribs', 'choice', 'whites', 'for', 'fashioned', 'are', 'flavours', 'originating', 'sprite', 'electric', 'muddled', 'julienned', 'an', 'will', 'bacon', 'cucumber', 'loaded', 'cheeseburger', 'originally', 'hug', 'may', 'mama', 'brioche', 'beverage', 'extra', 'flavors', 'sliced', 'old', 'jerry', 'lettuce', 'in', 'either', 'madagascar', 'caffe', 'juniper', 'long', 'your', 'and', 'selection', 'azzurro', 'margarita', 'signature', 'elderflower', 'croutons', 'onions', 'spice', 'housemade', 'thighs', 'creme', 'perfection', 'smith', 'bun', 'roma', 'hurricane', 'iced', 'ranchstyle', 'pineapple', 'moving', 'tangy', 'bbq', 'bruschetta', 'sour', 'fevertree', 'marinated', 'lime', 'bean', 'strip', 'simple', 'doctor', 'quinoa', 'orange', 'baileys', 'caribbean', 'ketel', 'liqueur', 'cold', 'whiskey', 'salad', 'side', 'add', 'rich', 'from', 'vegetables', 'amongst', 'sailor', 'jack', 'cuatro', 'allamerican', 'cherry', 'mixed', 'mac', 'forktender', 'alcohol', 'dirty', 'invented', 'shrimp', 'southwestern', 'captain', 'riserva', 'favourite', 'fajitas', 'soda', 'boneless', 'sauteed', 'purple', 'haze', 'this', 'cuervo', 'cowboy', 'strawberries', 'nastro', 'savoury', 'guacamole', 'bahama', 'sweet', 'fudge', 'veggie', 'granny', 'to', 'glazed', 'pork', 'de', 'cheesecake', 'mushrooms', 'sapphire', 'true', 'finished', 'collectible', 'grated', 'surf', 'ribeye', 'match', 'mangos', 'shrimptm', 'all', 'crisps', 'coleslaw', 'country', 'rim', 'mushroom', 'curacao', 'bangkok', 'velvety', 'night', 'espresso', 'bulleit', 'dry', 'chambord', 'dark', 'balsamic', 'texmexstyle', 'mustard', 'cream', 'ranch', 'or', 'monterey', 'heaven', 'rhythm', 'selections', 'lemonlime', 'apples', 'diet', 'jose', 'dressing', 'vinegar', 'romano', 'bread', 'pickled', 'upgrade', 'beefeater', 'onion', 'chips', 'tennessee', 'applewood', 'the', 'club', 'sugar', 'over', 'grappa', 'duo', 'celery', 'comfort', 'ramen', 'our', 'daniels', 'traditional', 'peroni', 'kahlua', 'handmade', 'artisan', 'homemade', 'bowl', 'mule', 'jumbo', 'be', 'baked', 'a', 'corretto', 'tango', 'bottles', 'southern', 'of', 'cabbage', 'started', 'home', 'ginger', 'melted', 'layered', 'bitters', 'mojito', 'vintage', 'tropical', 'legendary', 'brownie', 'tortilla', 'please', 'additional', 'cazadores', 'is', 'gt', 'decker', 'apple', 'coke', 'nyc', 'plank', 'mountains', 'gin', 'coconut', 'caesar', 'choose', 'rose', 'red', 'topped', 'garnish', 'medicinal', 'mint', 'basted', 'carrots', 'romaine', 'martini', 'grapefruit', 'made', 'cavatappi', 'perfect', 'it', 'server', 'rockin', 'free', 'superior', 'buns', 'caramel', 'stacked', 'sailors', 'with', 'breast', 'mug', 'nectar', 'drink', 'whipped', 'mangoberry', 'tonic', 'beans', 'local', 'spin', 'tenders', 'splash', 'glass', 'tea', 'blackberries', 'you', 'oldfashioned', 'guava', 'thick', 'banana', 'zero', 'scallions', 'squeeze', 'slowcooked', 'brined', 'baby', 'big', 'tomatoes', 'famous', 'two', 'cheese', 'specialties', 'herb', 'spicy', 'then', 'irish', 'served', 'chocolate', 'favorite', 'noodle', 'one', 'tequila', 'strawberry', 'chicken', 'house', 'until', 'crisp', 'substitute', 'gran', 'double', 'green', 'pulled', 'slowroasted', 'frothy', 'absolut', 'cobbler', 'bourbon', 'rum', 'seasoned', 'smokehouse', 'mayonnaise', 'leaf', 'ultimate', 'ordered', 'combo', 'pico', 'tomato', 'houseinfused', 'sandwich', 'antica', 'glaze', 'twisted', 'shoestring', 'tossed', 'blackberry', 'patty', 'yellow', 'vinaigrette', 'shaken', 'turf', 'black', 'anejo', 'shaved', 'nystyle', 'rock', 'amaretto', 'kiss', 'toasted', 'wedge', 'jameson', 'vineripened', 'draught', 'jazz', 'down', 'smirnoff', 'island', 'slices', 'raspberry', 'vodka', 'olives', 'fruit', 'cost', 'combination', 'cointreau', 'half', 'just', 'cheddar', 'agave', 'premium', 'version', 'classic', 'cosmopolitan', 'garnished', 'whisky', 'mix', 'edition', 'back', 'cocktail', 'seared', 'roasted', 'still', 'little', 'bombay', 'noodles', 'sesamesoy', 'titos', 'blend', 'sauce', 'three', 'g', 'orleans', 'tupelo', 'american', 'original', 'barbecue', 'fanta', 'smashed', 'mashed', 'sambuca', 'honey', 'what', 'refreshing', 'tell', 'malibu', 'bacardi', 'greens', 'bed', 'blues', 'wings', 'hot', 'tiki', 'swiss', 'berries', 'peppers', 'smoked', 'lemonade', 'salmon', 'california', 'bagkok', 'style', 'cooler', 'purposes', 'ring', 'blue', 'nachos', 'passion', 'pitted', 'tribute', 'cocacola', 'pasta', 's', 'gallo', 'morgan', 'syrup', 'treasured', 'fries', 'butter', 'mai', 'includes', 'sugarfree', 'vanilla', 'stack', 'jalapenos', 'rita', 'diced', 'beer', 'steak', 'warm', 'silver', 'coffee', 'water', 'buffalo', 'fried', 'potatoes', 'tower', 'pint', 'bull', 'creamy', 'wine', 'basil', 'handpulled', 'floater', 'available', 'cranberry', 'grilled', 'grenadine', 'spiced', 'golden', 'buttermilkmarinated', 'edamame', 'cedar', 'crumbles', 'n', 'hendricks', 'enjoy', 'egg', 'vermouth', 'paloma', 'milkshakes', 'sparkling', 'corn', 'fresh', 'olive', 'oz', 'juices', 'smoky', 'brown', 'float', 'energy', 'blended', 'sangria', 'that', 'kuyper', 'parmesan', 'juice', 'more', 'mexican', 'monin', 'brewed', 'dinerstyle', 'manhattan', 'new', 'sliders']"
Mamamia,4.2,51 € et plus,Italienne,"['tomates', 'tartufo', 'coriandre', 'litalienne', 'on', 'coulant', 'ossetra', 'cosa', 'grissini', 'beignet', 'pistachio', 'octopus', 'nacres', 'lard', 'straciatella', 'dorade', 'almonds', 'prawnfish', 'bone', 'aux', 'laime', 'la', 'italian', 'nostra', 'carbonara', 'mafaldine', 'whole', 'confits', 'assortment', 'arugula', 'pizzetta', 'limone', 'de', 'prosciutto', 'rosso', 'with', 'rigatoni', 'toast', 'cutlet', 'candied', 'pistache', 'italiens', 'pain', 'calamars', 'tide', 'entrecte', 'pimont', 'vitello', 'rolled', 'langoustines', 't', 'smoked', 'bucatini', 'assortiments', 'linguine', 'lemons', 'oscietra', 'baby', 'tomatoes', 'bream', 'bresaola', 'entier', 'mousse', 'heart', 'cooked', 'bass', 'crmone', 'bolognese', 'blue', 'mustard', 'sa', 'cream', 'its', 'ssame', 'sea', 'chocolate', 'oscitre', 'cuit', 'praline', 'safran', 'caviar', 'coeur', 'truffe', 'coquelet', 'tiramisu', 'veal', 'aubergine', 'risotto', 'chicken', 'gante', 'piemontese', 'truff', 'bottarga', 'in', 'wheel', 'noisettes', 'yuzu', 'moutarde', 'boeuf', 'aromates', 'burrata', 'crumble', 'truffle', 'fritter', 'poutargue', 'piedmont', 'pearly', 'poulpe', 'grill', 'polenta', 'and', 'crudo', 'et', 'mascarpone', 'tonnato', 'burratina', 'escalope', 'fromages', 'herbs', 'crmeux', 'steak', 'beef', 'warm', 'lobster', 'veau', 'fruits', 'marin', 'coriander', 'focaccia', 'coffee', 'mortadelle', 'torrfies', 'au', 'pizza', 'bar', 'damalfi', 'potatoes', 'en', 'glace', 'creamy', 'norma', 'generous', 'stracciatella', 'jus', 'basil', 'agrumes', 'milanaise', 'gratin', 'homard', 'cremona', 'chocolat', 'baked', 'rtie', 'giant', 'grilled', 'black', 'marines', 'lgumes', 'lemon', 'tarama', 'ice', 'supp', 'gambero', 'angus', 'citrus', 'pralin', 'pandoro', 'of', 'alla', 'meule', 'four', 'caf', 'trottole', 'marinated', 'raw', 'lamb', 'hazelnuts', 'calamari', 'hazelnut', 'amalfi', 'opera', 'croute', 'du', 'roule', 'minute', 'corn', 'fiorentina', 'vongole', 'flowing', 'canon', 'ravioles', 'beets', 'perdu', 'gr', 'rib', 'amarena', 'citron', 'sorrel', 'cheeses', 'crust', 'prestige', 'royale', 'fum', 'pistaches', 'vegetables', 'sesame', 'pommes', 'betteraves', 'french', 'surprise', 'amandes', 'matured', 'crme', 'carpaccio', 'juice', 'dagneau', 'pesto', 'langoustine', 'pecorino', 'dans', 'ravioli', 'generosa', 'roquette', 'basilic', 'mais', 'oseille', 'bleu', 'matur', 'daubergine', 'comme', 'roasted', 'polen', 'mortadella', 'arancini', 'saffron', 'entire']"
Bloom Sushi Wagram,4.7,De 31 € à 50 €,Japonaise,[]
L'Alsace,4,30 € ou moins,Française,"['coriandre', 'escargots', 'morilles', 'haddock', 'vapeur', 'degustation', 'marinieres', 'tourteau', 'creuses', 'sauce', 'limperatrice', 'choix', 'dupuch', 'guanaja', 'poire', 'fish', 'belle', 'g', 'rouge', 'aux', 'la', 'les', 'raisins', 'tarte', 'canard', 'vanille', 'assortiment', 'bretagne', 'dete', 'cafe', 'ou', 'caramel', 'decosse', 'sont', 'de', 'riesling', 'moelleux', 'huitres', 'champagne', 'roti', 'persille', 'pamplemousse', 'pistache', 'epinards', 'gewurztraminer', 'filet', 'glacee', 'flambe', 'saucisse', 'saintjacques', 'clams', 'bouillon', 'porc', 'grenade', 'alsace', 'sole', 'fumee', 'tardives', 'terrine', 'foie', 'langoustines', 'beurre', 'lardons', 'fouettee', 'francais', 'grosses', 'crustaces', 'dhuitres', 'normandie', 'fumes', 'braise', 'bearnaise', 'lorentz', 'cadoret', 'fromage', 'moules', 'dauphine', 'avocat', 'echine', 'entier', 'gratinee', 'poche', 'soupe', 'boules', 'mangue', 'buf', 'uf', 'graines', 'accompagnees', 'cornichons', 'crepes', 'deux', 'mer', 'race', 'sarladaises', 'choucroute', 'verre', 'gambas', 'roses', 'champignons', 'fraiche', 'truffe', 'normande', 'graisse', 'campagne', 'kouglof', 'strasbourgeoise', 'arrosee', 'risotto', 'tartare', 'sorbets', 'sorbet', 'fines', 'loignon', 'gratinees', 'env', 'rhum', 'aneth', 'knack', 'mirabelle', 'liegeois', 'moutarde', 'pecan', 'laneth', 'grenaille', 'emulsion', 'cocotte', 'ile', 'pleurotes', 'cotes', 'crumble', 'raifort', 'souffle', 'hareng', 'aop', 'selon', 'jarret', 'glacees', 'blanche', 'tatihou', 'bourgogne', 'sel', 'meuniere', 'supreme', 'boulanger', 'micuit', 'tradition', 'cumin', 'royal', 'chips', 'salade', 'et', 'and', 'cuits', 'gillardeau', 'label', 'escalope', 'puree', 'merlan', 'charentemaritime', 'signature', 'gras', 'coupe', 'chutney', 'veau', 'fricassee', 'arrivage', 'dalsace', 'the', 'sale', 'gourmand', 'chou', 'vin', 'flambees', 'blini', 'cordon', 'au', 'h', 'cremant', 'genievre', 'bar', 'tiedes', 'creme', 'claire', 'en', 'glace', 'roties', 'cote', 'un', 'saintvaast', 'bourbon', 'artisan', 'david', 'entrecote', 'oignons', 'plates', 'homard', 'a', 'raclette', 'chateaubriand', 'chocolat', 'vinaigrette', 'grand', 'gros', 'frites', 'pave', 'meringuee', 'gribiche', 'mesclun', 'parisienne', 'brulee', 'notre', 'flottante', 'n', 'cremes', 'emmental', 'canadien', 'confite', 'meule', 'gustave', 'dagrumes', 'palourdes', 'lecailler', 'vignots', 'grillees', 'du', 'grillee', 'flammekueches', 'est', 'poivre', 'chaud', 'coquillages', 'marnier', 'mariniere', 'ravioles', 'saumons', 'crevettes', 'eric', 'macaroni', 'belon', 'grille', 'bulots', 'citron', 'facon', 'prestige', 'strudel', 'maison', 'royale', 'mollet', 'pistaches', 'cremeux', 'sirop', 'pommes', 'blanc', 'amandes', 'bellehelene', 'parmesan', 'mirabelles', 'saumon', 'thym', 'grises', 'piece', 'dagneau', 'vendanges', 'dans', 'cuisine', 'cl', 'profiteroles', 'baba', 'kayser', 'bassin', 'volaille', 'paris', 'bordelaise', 'cocktail', 'moyennes', 'jc', 'terre', 'cassis', 'darcachon', 'clam', 'noix', 'speciales', 'froid', 'fume', 'poitrine', 'joel', 'rillettes']"
LES PIÉTONS,3,51 € et plus,Espagnole,[]
Restaurant Assanabel République - Cuisine libanaise,4.5,De 31 € à 50 €,Libanaise,[]
Bustronome Paris,4.9,51 € et plus,Européenne contemporaine,[]
Inavoué,4.3,30 € ou moins,Française,"['tricolored', 'beautiful', 'meal', 'sauce', 'pickles', 'it', 'whole', 'freshness', 'veggie', 'best', 'to', 'caramel', 'pork', 'sexy', 'with', 'equals', 'eggplant', 'candied', 'carrot', 'brothers', 'savor', 'all', 'hot', 'touch', 'killer', 'mouthwatering', 'crunchy', 'addictive', 'tang', 'japanese', 'finger', 'tomatoes', 'fennel', 'famous', 'sashimi', 'salmon', 'cucumber', 'mustard', 'market', 'its', 'passion', 'based', 'soy', 'tataki', 'chocolate', 'maximum', 'one', 'beetroot', 'accras', 'dog', 'aubergine', 'chicken', 'in', 'atlas', 'pavlova', 'pulled', 'burrata', 'truffle', 'croquettes', 'di', 'mayonnaise', 'and', 'milk', 'gua', 'zucchini', 'beef', 'cauliflower', 'incredible', 'peanuts', 'coriander', 'the', 'club', 'onions', 'duo', 'fried', 'dome', 'delightfully', 'dumplings', 'yes', 'korean', 'bowl', 'yellow', 'plates', 'sausage', 'a', 'grilled', 'black', 'meringue', 'shaved', 'lemon', 'haig', 'of', 'marinated', 'oil', 'simple', 'raspberry', 'x', 'yet', 'elcair', 'small', 'fruit', 'olive', 'lemongrass', 'blowtorch', 'pleasures', 'ketchup', 'cod', 'is', 'ham', 'possible', 'spoon', 'feta', 'nyc', 'gyozas', 'bao', 'coulis', 'whisky', 'bufala', 'red', 'chioggia', 'by', 'gouda', 'forms', 'little']"
Kani Grill,3.9,30 € ou moins,Française,[]
Au Pavillon Paris,3.7,De 31 € à 50 €,Française,[]
Pompette,4.8,De 31 € à 50 €,Française,[]
Ambia restaurant,5,30 € ou moins,Française/Indienne,[]
Le Magnifique,4.4,30 € ou moins,Française,[]
Restaurant Bachaumont,5,51 € et plus,Française,[]
Shirvan,4.4,30 € ou moins,Internationale,[]
Terminus Nord,4.2,30 € ou moins,Française,"['haddock', 'des', 'tourteau', 'belle', 'pickles', 'les', 'rouge', 'tarte', 'perche', 'personne', 'ou', 'cafe', 'sont', 'flambe', 'saucisse', 'saintjacques', 'lundi', 'porc', 'sole', 'francais', 'nantua', 'cadoret', 'fromage', 'entier', 'mangue', 'buf', 'bacon', 'uf', 'pralinettes', 'mer', 'praline', 'assiette', 'sarladaises', 'legumes', 'fraiche', 'ris', 'strasbourgeoise', 'demisel', 'tartare', 'fines', 'rhum', 'soir', 'carte', 'moutarde', 'cocotte', 'lexpress', 'servi', 'persillade', 'glacees', 'bourgogne', 'midi', 'royal', 'salade', 'et', 'mijotes', 'garniture', 'chutney', 'veau', 'fruits', 'fricassee', 'croutons', 'roche', 'noir', 'cordon', 'au', 'colonel', 'croissant', 'creme', 'claire', 'rotie', 'amande', 'muesli', 'grand', 'le', 'plateau', 'parisienne', 'fraiches', 'bio', 'lomelette', 'poivre', 'chaud', 'brie', 'marnier', 'crevettes', 'piment', 'nord', 'mois', 'framboise', 'citron', 'facon', 'cesar', 'amandes', 'chevre', 'mendiants', 'dessert', 'bordelaise', 'speciales', 'poitrine', 'sarawak', 'escargots', 'choix', 'poire', 'aux', 'dambert', 'canard', 'vanille', 'dame', 'assortiment', 'bretagne', 'dete', 'de', 'blinis', 'champagne', 'demandez', 'epinards', 'non', 'dorange', 'fouettee', 'veilles', 'raviole', 'crustaces', 'bearnaise', 'detail', 'moules', 'dauphine', 'espresso', 'echine', 'demoiselles', 'parmentier', 'crepes', 'omelette', 'choucroute', 'champignons', 'gambas', 'truffe', 'risotto', 'hors', 'env', 'disigny', 'ile', 'aop', 'blanche', 'selon', 'supreme', 'meuniere', 'micuit', 'chips', 'cookie', 'frais', 'gillardeau', 'the', 'praires', 'a', 'lentilles', 'chateaubriand', 'mesclun', 'despelette', 'exceptionnels', 'palourdes', 'croute', 'melun', 'crayon', 'mariniere', 'cochon', 'cocktails', 'maison', 'mollet', 'pistaches', 'pommes', 'parislondres', 'votre', 'vertes', 'comprise', 'massaya', 'sarrasin', 'plat', 'morilles', 'romaine', 'chaudes', 'infusion', 'caramel', 'roti', 'filet', 'weisswurst', 'langoutines', 'personnes', 'gratinee', 'soupe', 'race', 'roses', 'normande', 'chaude', 'strasbourg', 'loignon', 'pecan', 'double', 'suzette', 'bourbon', 'dores', 'dhotel', 'puree', 'poissons', 'gras', 'sale', 'lescale', 'flambees', 'voyageur', 'h', 'bar', 'en', 'entrecote', 'chocolat', 'frites', 'pave', 'angus', 'cremes', 'fourme', 'grillee', 'vodka', 'fruit', 'coquillages', 'boissons', 'verte', 'cremeux', 'saumon', 'brouilles', 'grises', 'cl', 'confiture', 'valrhona', 'baba', 'profiteroles', 'rouille', 'entree', 'terre', 'dhiver', 'vert', 'degustation', 'sauce', 'creuses', 'cacahuete', 'couteau', 'pressee', 'fish', 'g', 'la', 'decosse', 'pour', 'pistache', 'boisson', 'caramelisees', 'tatin', 'glacee', 'macaron', 'fumee', 'foie', 'langoustines', 'dhuitres', 'maitre', 'poireaux', 'tartine', 'jours', 'ufs', 'passion', 'noisette', 'servis', 'sorbets', 'sorbet', 'liegeois', 'vendredi', 'supplementaire', 'pois', 'volauvent', 'tatihou', 'cappuccino', 'label', 'fromages', 'tellicherry', 'steak', 'coupe', 'thon', 'arrivage', 'gourmand', 'terminus', 'cote', 'roties', 'saintvaast', 'saison', 'jus', 'chiches', 'homard', 'puy', 'gros', 'brulee', 'flottante', 'n', 'partir', 'canadien', 'ciboulette', 'du', 'ravioles', 'francaise', 'rotis', 'macaroni', 'bulots', 'fetes', 'betteraves', 'blanc', 'pate', 'parmesan', 'maroilles', 'chablis', 'volaille', 'noix', 'decafeine', 'fume', 'mouillettes', 'froid', 'beurre']"
L'Entente - Le British Brasserie,4.4,De 31 € à 50 €,Britannique,"['brittany', 'granola', 'sauteed', 'on', 'mint', 'snack', 'sauce', 'scotch', 'perfect', 'g', 'pickles', 'leves', 'les', 'la', 'fish', 'sanguin', 'plein', 'folle', 'fizz', 'lentente', 'cuisson', 'veggie', 'bloody', 'caramel', 'virgin', 'de', 'benedict', 'honey', 'bucks', 'flapjack', 'with', 'mushrooms', 'british', 'toast', 'do', 'champagne', 'togo', 'epinards', 'nouvelles', 'tide', 'tables', 'sautes', 'crumbled', 'saucisse', 'air', 'offsite', 'triple', 'naughty', 'pancakes', 'curly', 'beans', 'fauxfilet', 'we', 'caille', 'smoked', 'each', 'cresson', 'goats', 'mme', 'big', 'salmon', 'laslaous', 'avocat', 'mary', 'cooked', 'sauted', 'bacon', 'buf', 'cup', 'uf', 'cheese', 'ufs', 'or', 'jam', 'tomate', 'full', 'petit', 'tout', 'welsh', 'chocolate', 'mimosa', 'tous', 'champignons', 'asparagus', 'tiede', 'samedis', 'davricot', 'roast', 'prix', 'even', 'fines', 'avec', 'cress', 'gteaux', 'kir', 'pois', 'viande', 'butterscotch', 'raifort', 'miel', 'muffins', 'apricot', 'catering', 'sel', 'quail', 'chips', 'scottish', 'et', 'dimanches', 'and', 'salade', 'blood', 'loch', 'warm', 'steak', 'fyne', 'issues', 'grec', 'chutney', 'elderflower', 'menthe', 'yaourt', 'eggs', 'the', 'slice', 'gourmand', 'tomato', 'kale', 'cordial', 'hh', 'noir', 'shortbread', 'oatcakes', 'chou', 'h', 'cake', 'au', 'celery', 'fried', 'bar', 'potatoes', 'en', 'un', 'halfadozen', 'pochs', 'spinach', 'homemade', 'brouills', 'sausage', 'baked', 'a', 'chocolat', 'watercress', 'morceaux', 'liquor', 'frites', 'claires', 'montagne', 'lemon', 'salt', 'avocado', 'notre', 'partir', 'yoghurt', 'horseradish', 'caf', 'pimms', 'of', 'quince', 'chvre', 'egg', 'bio', 'orange', 'x', 'fait', 'du', 'est', 'freshlysqueezed', 'fresh', 'brownie', 'salad', 'sable', 'ketchup', 'pea', 'maison', 'royale', 'fum', 'facebook', 'fizzy', 'poules', 'privatisations', 'triplecooked', 'cressonnette', 'cazottes', 'juice', 'bollinger', 'morning', 'saumon', 'heureuse', 'scrambled', 'greek', 'pdt', 'piccalilli', 'cl', 'confiture', 'vertes', 'garden', 'asperges', 'rarebit', 'biscuit', 'no', 'sunday', 'nos', 'oysters', 'cleri', 'poached', 'plat']"
Bolo Bolo,4.6,30 € ou moins,Asiatique,"['hongshao', 'sel', 'bolobao', 'sauce', 'poivre', 'si', 'fun', 'mapo', 'riz', 'milk', 'ice', 'fish', 'beef', 'crevettes', 'charsiu', 'gow', 'canard', 'garlic', 'spicy', 'siu', 'coffee', 'seven', 'noir', 'veggie', 'classic', 'ananas', 'ball', 'au', 'pork', 'fried', 'french', 'soup', 'noodle', 'chowfun', 'toast', 'do', 'sanbei', 'rice', 'mixed', 'laqu', 'har', 'goifan', 'chicken', 'haa', 'aubergines', 'tofu', 'hong', 'black', 'porc', 'kong', 'cheung', 'up', 'mai', 'lemon', 'tart', 'shrimp', 'boeuf', 'lava', 'ribs', 'egg', 'salted', 'youlin', 'curry', 'tea', 'wonton', 'poulet', 'bean']"
